CWNS_NUM,FACILITY_ID,STATE,CURRENT_DESIGN_FLOW,FUTURE_DESIGN_FLOW,FACILITY_NAME,FACILITY_TYPE,CITY,LATITUDE,LONGITUDE,PRIMARY_COUNTY,SECONDARY_COUNTY,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SMALL_COMMUNITY_IND,AUTHORITY,PRES_EFFLUENT_TREATMENT_LEVEL,PROJ_EFFLUENT_TREATMENT_LEVEL
48001203004,1182978,TX,16.2,20.2,OSO STP,Collection: Separate Sewers,Corpus Christi,27.7085,-97.3384,#N/A,#N/A,#N/A,#N/A,N,CORPUS CHRISTI,Secondary,Secondary
48001206001,1182986,TX,3,3,ROBSTOWN STP,Collection: Separate Sewers,Robstown,27.7997,-97.65,#N/A,#N/A,#N/A,#N/A,N,CITY OF ROBSTOWN,Secondary,Secondary
48002007001,1183110,TX,0.91,0.91,Slaton WWTP,Collection: Interceptor Sewers,Slaton,33.4536,-101.6156,Lubbock,#N/A,12050003,North Fork Double Mountain Fork Brazos,N,SLATON,Secondary,Secondary
48004360001,1183531,TX,1,0.96,Iowa Park WWTP,Treatment Plant,Iowa Park,33.951,-98.6679,#N/A,#N/A,#N/A,#N/A,N,CITY OF IOWA PARK,Secondary,Secondary
48005008001,1183570,TX,0.211,0.211,Arp WWTP,Treatment Plant,Arp,32.2166,-95.0587,#N/A,#N/A,#N/A,#N/A,N,CITY OF ARP,Secondary,Secondary
48005073001,1183622,TX,0.25,0.173,Hawkins WWTP,Collection: Separate Sewers,Hawkins,32.5782,-95.2019,#N/A,#N/A,#N/A,#N/A,N,CITY OF HAWKINS,Secondary,Secondary
48005080001,1183629,TX,0.45,0.45,Linden - Beach Creek WWTP,Treatment Plant,Linden,32.999306,-94.339806,#N/A,#N/A,#N/A,#N/A,N,CITY OF LINDEN,Secondary,Secondary
48005100001,1183648,TX,0.15,0.15,Trinidad WWTP,Collection: Separate Sewers,Trinidad,32.1591,-96.0818,#N/A,#N/A,#N/A,#N/A,N,CITY OF TRINIDAD,Secondary,Secondary
48007027002,1183805,TX,3.75,3.75,Airport WWTP #3,Treatment Plant,Galveston,29.2697,-94.8487,#N/A,#N/A,#N/A,#N/A,N,GALVESTON,Secondary,Secondary
48007046001,1183864,TX,3.052,3.052,Memorial Villages WWTP,Treatment Plant,Houston,29.7472,-95.5061,#N/A,#N/A,#N/A,#N/A,N,MEMORIAL VILLAGES WATER AUTH.,Secondary,Secondary
48007098001,1183920,TX,0.6,0.6,Fondren Road WWTP,Treatment Plant,Houston,29.6311,-95.5155,#N/A,#N/A,#N/A,#N/A,N,HARRIS COUNTY WCID,Secondary,Secondary
48007506001,1184110,TX,0.6,0.6,Charterwood WWTP,Treatment Plant,Houston,30.0007,-95.5721,#N/A,#N/A,#N/A,#N/A,N,CHARTERWOOD MUD,Secondary,Secondary
48007535001,1184129,TX,2,2,Barwood WWTP,Treatment Plant,Houston,29.9399,-95.6194,#N/A,#N/A,#N/A,#N/A,N,HARRIS COUNTY FWSD 61,Secondary,Secondary
48007702001,1184224,TX,0.45,0.45,Ranch Country WWTP,Collection: Separate Sewers,Houston,30.0269,-95.803,#N/A,#N/A,#N/A,#N/A,N,NORTHWEST FREEWAY MUD,Secondary,Secondary
48008045001,1184392,TX,5.83,7.33,Salatrillo WWTP,Collection: Separate Sewers,San Antonio,29.50934,-98.29974,Bexar,#N/A,12100304,Cibolo,N,SAN ANTONIO RA,Secondary,Secondary
48008062001,1184404,TX,0.25,0.25,Flatonia WWTP,Treatment Plant,Flatonia,29.6977,-97.106,#N/A,#N/A,#N/A,#N/A,N,CITY OF FLATONIA,Secondary,Secondary
48008093001,1184427,TX,0.11,0.11,Flying L WWTP,Treatment Plant,Bandera,29.708929,-99.055824,#N/A,#N/A,#N/A,#N/A,N,FLYING L PUD,Secondary,Secondary
51000155001,1192726,VA,9.4,17.9,MASSAPONAX CREEK STP,Treatment Plant,Fredericksburg,38.24944,-77.42358,Spotsylvania,#N/A,02080104,Lower Rappahannock,N,Spotsylvania County Utilities Department,Advanced,Advanced
56000014001,1194783,WY,0.8,0.8,SARATOGA LAGOON,Treatment Plant,Saratoga,41.4713,-106.8026,Carbon,#N/A,10180002,Upper North Platte,N,"SARATOGA, TOWN OF",Advanced,Advanced
42004060001,1196274,PA,17.04,17.04,TYRONE BORO STP,Treatment Plant,Tyrone,40.6723,-78.2392,Blair,#N/A,02050302,Upper Juniata,N,TYRONE BOROUGH SEWER AUTH,Advanced,Advanced
42005058001,1196547,PA,1,1,N HUNTINGDON TWP - YOUGHIOGHENY STP,Treatment Plant,North Huntingdon,40.2965,-79.7842,Westmoreland,#N/A,05020006,Youghiogheny,N,NORTH HUNTINGDON TWP MUN AUTH,Secondary,Secondary
55001150001,1206155,WI,0.181,0.181,COON VALLEY WWTP,Collection: Separate Sewers,Coon Valley,43.7007,-91.0199,#N/A,#N/A,#N/A,#N/A,Y,COON VALLEY VILLAGE,Advanced,Advanced
55003760001,1206545,WI,0.174,0.174,PITTSVILLE WWTP,Treatment Plant,Pittsville,44.43246,-90.12496,Wood,#N/A,07070003,Castle Rock,Y,"PITTSVILLE, CITY OF",Advanced,Advanced
55003880001,1206559,WI,0.47,0.47,POYNETTE WWTP,Collection: Separate Sewers,Poynette,43.3864,-89.4078,Columbia,#N/A,07070005,Lower Wisconsin,Y,"POYNETTE, VILLAGE OF",Advanced,Advanced
55005430001,1206748,WI,0.142,0.142,WONEWOC WWTP,Collection: Separate Sewers,Wonewoc,43.648104,-90.222046,Juneau,#N/A,07070005,Lower Wisconsin,Y,"WONEWOC, VILLAGE OF",Advanced,Advanced
24000054001,1214311,MD,2.2,2.2,DEEP CREEK LAKE WWTP,Collection: Separate Sewers,Oakland,39.5046,-79.3948,Garrett,#N/A,05020006,Youghiogheny,N,GARRETT COUNTY SANITARY DIST.,Advanced,Advanced
02000312001,1216436,AK,0.003,0.003,Alatna Lagoon,Honey Bucket Lagoon,Allakaket,66.547102,-152.683353,#N/A,#N/A,#N/A,#N/A,N,"Alatna, Village of",Primary,Primary
36003119004,1220562,NY,0.5,0.5,Thompson (T) Sackett Lake SD & WWTP,Collection: Separate Sewers,Monticello,41.607011,-74.752197,Sullivan,#N/A,02040104,Middle Delaware-Mongaup-Brodhead,N,Thompson (T),Secondary,Secondary
36003126001,1220569,NY,0.057,0.057,Gardiner (T) SD#1 STP,Treatment Plant,Gardiner,41.680361,-74.159278,#N/A,#N/A,#N/A,#N/A,N,"GARDINER, TOWN OF",Secondary,Secondary
36003129001,1220572,NY,6.8,6.8,Kingston (C) Sewers & WWTP,Collection: Combined Sewers,Kingston,41.9201,-73.9773,Ulster,#N/A,02020008,Hudson-Wappinger,N,"KINGSTON, CITY OF",Advanced,Advanced
36006019001,1220948,NY,0.45,0.45,Adams (V) WWTP,Collection: Separate Sewers,Adams,43.808394,-76.032488,Jefferson,#N/A,04140102,Salmon-Sandy,N,"ADAMS, VILLAGE OF",Advanced,Advanced
36007150001,1221143,NY,0.16,0.31,Jordan (V) Sewers & STP,Collection: Separate Sewers,Jordan,43.0722,-76.4721,Onondaga,#N/A,04140201,Seneca,N,Jordan (V),Secondary,Secondary
36008048002,1221247,NY,0.5,0.5,"Clifton Springs (V) WWTP, Sanitary Sewers",Collection: Separate Sewers,Clifton Springs,42.9663,-77.1326,Ontario,#N/A,04140201,Seneca,N,"CLIFTON SPRINGS, VILLAGE OF",Secondary,Secondary
48000003001,1227737,TX,0.013,0.013,Estelline WWTP,Treatment Plant,Estelline,34.544694,-100.426722,Childress,#N/A,11120105,Lower Prairie Dog Town Fork Red,N,Red River Authority,Secondary,Secondary
48000171001,1227749,TX,0.21,0.21,Wellington WWTP,Collection: Separate Sewers,Wellington,34.857059,-100.204668,#N/A,#N/A,#N/A,#N/A,N,WELLINGTON,Secondary,Secondary
48001214001,1227772,TX,0.9,0.9,TAFT STP,Collection: Separate Sewers,Taft,27.9903,-97.3551,#N/A,#N/A,#N/A,#N/A,N,TAFT,Secondary,Secondary
48003009001,1227803,TX,0.3,0.6,Troy WWTP,Treatment Plant,Troy,31.216278,-97.294167,Bell,#N/A,12070204,Little,N,TROY,Secondary,Secondary
48003065001,1227809,TX,0.71,0.71,Caldwell WWTP,Collection: Separate Sewers,Caldwell,30.531,-96.6828,#N/A,#N/A,#N/A,#N/A,N,CALDWELL,Secondary,Secondary
27003601001,1231531,MN,0.02,0.02,ALPHA STP,Collection: Separate Sewers,Alpha,43.638249,-94.87072,Jackson,#N/A,07100003,East Fork Des Moines,N,"ALPHA, CITY OF",Secondary,Secondary
27009210001,1231560,MN,0.115,0.115,FERTILE WWTP,Treatment Plant,Fertile,47.53214427,-96.31598235,#N/A,#N/A,#N/A,#N/A,Y,"FERTILE, CITY OF",Secondary,Secondary
36009063001,1232187,NY,0.82,0.82,"Akron, (V) WWTP & Collection",Treatment Plant,Akron,43.029944,-78.506417,Erie,#N/A,04120104,Niagara,N,"AKRON, VILLAGE OF",Advanced,Advanced
17006513001,1232751,IL,1.6,1.6,HARRISBURG STP,Treatment Plant,Harrisburg,37.7416,-88.5265,Saline,#N/A,05140204,Saline,N,"HARRISBURG STP, CITY OF",Advanced,Advanced
29002443001,1233257,MO,0.157,0,Lancaster WWTP,Collection: Separate Sewers,Lancaster,40.516829,-92.505919,Schuyler,#N/A,07110002,North Fabius,Y,City of Lancaster,Advanced,Advanced
29002453001,1233258,MO,0.16,0.16,Maysville WWTP,Collection: Separate Sewers,Maysville,39.874889,-94.358139,#N/A,#N/A,#N/A,#N/A,Y,City of Maysville,Advanced,Advanced
29004066001,1233298,MO,0.04,0.04,Armstrong WWTP,Treatment Plant,Armstrong,39.277333,-92.711139,Howard,#N/A,10280203,Little Chariton,Y,City of Armstrong,Advanced,Advanced
17000622001,1113897,IL,0.105,0.105,SPARLAND STP,Treatment Plant,Sparland,41.031627,-89.436392,Marshall,#N/A,07130001,Lower Illinois-Senachwine Lake,N,"SPARLAND STP, VILLAGE OF",Secondary,Secondary
17001505001,1114098,IL,0.1,0.1,BROWNSTOWN STP,Treatment Plant,Brownstown,38.9931,-88.9558,#N/A,#N/A,#N/A,#N/A,N,"BROWNSTOWN, VILLAGE OF",Secondary,Secondary
17003303001,1114138,IL,0.41,0.41,OBLONG STP,Collection: Separate Sewers,Oblong,39.01,-87.895,#N/A,#N/A,#N/A,#N/A,N,"OBLONG, VILLAGE OF",Secondary,Secondary
17009104001,1114400,IL,1.6,1.6,MOMENCE STP,Collection: Separate Sewers,Momence,41.1607,-87.6705,Kankakee,#N/A,07120001,Kankakee,N,"MOMENCE, CITY OF",Secondary,Advanced
17009917001,1114452,IL,0.16,0.16,ENERGY STP,Collection: Separate Sewers,Energy,37.7739,-89.0356,#N/A,#N/A,#N/A,#N/A,N,"ENERGY, VILLAGE OF",Secondary,Secondary
18000040001,1120086,IN,0.3,0.3,CLAYTON STP,Collection: Interceptor Sewers,Clayton,39.6812,-86.512,Hendricks,#N/A,05120203,Eel,Y,"CLAYTON, Town of",Advanced,Advanced
18000153001,1120133,IN,1.5,1.5,CHESTERTON WWTP,Treatment Plant,Chesterton,41.619,-87.064,Porter,#N/A,04040001,Little Calumet-Galien,N,CHESTERTON UTILITIES,Advanced,Advanced
18003190001,1120296,IN,0.58,0.58,LIBERTY WWTP,Collection: Combined Sewers,Liberty,39.6384,-84.9381,Union,#N/A,05080003,Whitewater,Y,"LIBERTY, TOWN OF",Advanced,Advanced
18004391001,1120358,IN,0.12,0.12,MILLERSBURG WWTP,Collection: Separate Sewers,Millersburg,41.524,-85.6814,#N/A,#N/A,#N/A,#N/A,Y,MILLERSBURG WWTP,Advanced,Advanced
18004864001,1120431,IN,0.37,0.37,TURKEY CREEK RSD WWTP,Collection: Separate Sewers,Cromwell,41.422,-85.6536,#N/A,#N/A,#N/A,#N/A,Y,TURKEY CREEK RSD,Advanced,Advanced
19000048001,1123495,IA,0.967,0.967,AUDUBON WWTP,Collection: Separate Sewers,Audubon,41.7069,-94.9228,Audubon,#N/A,10240003,East Nishnabotna,Y,"AUDUBON, CITY OF",Secondary,Advanced
19000060001,1123505,IA,0.038,0.038,BARNUM STL,Treatment Plant,Barnum,42.5146,-94.3686,#N/A,#N/A,#N/A,#N/A,Y,BARNUM CITY OF,Secondary,Secondary
19000274001,1123688,IA,0.019,0.019,ELWOOD COMMUNITY SD,Treatment Plant,Lost Nation,41.989722,-90.737222,#N/A,#N/A,#N/A,#N/A,Y,"ELWOOD, CITY OF",Secondary,Secondary
19000370001,1123768,IA,0.07,0.07,HARPERS FERRY WWTP,Treatment Plant,Harpers Ferry,43.2117,-91.1367,#N/A,#N/A,#N/A,#N/A,Y,HARPERS FERRY TOWN OF,Secondary,Secondary
19000422001,1123816,IA,0.025,0.025,KAMRAR STL,Collection: Separate Sewers,Kamrar,42.3908,-93.7221,#N/A,#N/A,#N/A,#N/A,Y,"KAMRAR, CITY OF",Secondary,Secondary
19000427001,1123821,IA,0.03,0.03,KENSETT WWTP,Treatment Plant,Kensett,43.3497,-93.2014,#N/A,#N/A,#N/A,#N/A,Y,"KENSETT, TOWN OF",Secondary,Secondary
19000472001,1123863,IA,0.624,0.624,LENOX WWTP,Treatment Plant,Lenox,40.8747,-94.5764,Taylor,#N/A,10240013,One Hundred And Two,Y,"LENOX, CITY OF",Secondary,Advanced
19000515101,1123905,IA,0.051,0.051,MACBRIDE SANITARY SEWER DISTRICT,Treatment Plant,Solon,41.8149,-91.5365,Johnson,#N/A,07080208,Middle Iowa,Y,"SOLON, CITY OF",Secondary,Advanced
27001705001,1148234,MN,3,3,NORTH KOOCHICHING COUNTY SD,Collection: Separate Sewers,International Falls,48.59354945,-93.43358852,Koochiching,#N/A,09030008,Lower Rainy,N,NORTH KOOCHICHING AREA SD,Advanced,Advanced
27008212001,1148439,MN,1.321,1.321,REDWOOD FALLS WWTP,Treatment Plant,Redwood Falls,44.57040689,-95.10811858,Redwood,#N/A,07020004,Hawk-Yellow Medicine,Y,REDWOOD FALLS,Advanced,Advanced
27009618001,1148572,MN,0.07,0.07,STOCKTON WWTP,Collection: Separate Sewers,Stockton,44.02183989,-91.78313552,#N/A,#N/A,#N/A,#N/A,Y,"STOCKTON, CITY OF",Secondary,Secondary
38000037001,1151290,ND,0.1,0.1,WILTON WASTEWATER,Treatment Plant,Wilton,47.1534,-100.7752,Burleigh,#N/A,10130101,Painted Woods-Square Butte,Y,"WILTON, CITY OF",Secondary,Secondary
38000041001,1151294,ND,0.044,0.044,MADDOCK WASTEWATER,Collection: Separate Sewers,Maddock,47.957125,-99.5451,#N/A,#N/A,#N/A,#N/A,Y,"MADDOCK, CITY OF",Secondary,Secondary
38000062001,1151315,ND,0.04,0.04,ANETA WASTEWATER,Treatment Plant,Aneta,47.679751,-97.990522,Nelson,#N/A,09020203,Middle Sheyenne,Y,"ANETA, CITY OF",Secondary,Secondary
38000171001,1151416,ND,0.1,0.1,FESSENDEN WASTEWATER,Collection: Separate Sewers,Fessenden,47.650383,-99.66265,Wells,#N/A,10160001,James Headwaters,Y,"FESSENDEN, CITY OF",Secondary,Secondary
38000173001,1151418,ND,0.06,0.06,FINLEY WASTEWATER,Treatment Plant,Finley,47.50178,-97.82738,#N/A,#N/A,#N/A,#N/A,Y,"FINLEY, CITY OF",Secondary,Secondary
38000349001,1151585,ND,0.008,0.008,WARWICK WASTEWATER,Treatment Plant,Warwick,47.843375,-98.7131,#N/A,#N/A,#N/A,#N/A,Y,Warwick City Of,Secondary,Secondary
37002406001,1153275,NC,0.4,0.4,LAKE WACCAMAW WWTP,Treatment Plant,Lake Waccamaw,34.2824,-78.5575,Columbus,#N/A,03040206,Waccamaw,Y,Lake Waccamaw,Secondary,Secondary
37008201001,1153688,NC,5,5,CLINTON WWTP,Collection: Separate Sewers,Clinton,35.0043,-78.3456,Sampson,#N/A,03030006,Black,N,Norman H. Larkins WPCF,Advanced,Advanced
30000120001,1159172,MT,0.44,0.5,EAST HELENA WWTP,Collection: Separate Sewers,East Helena,46.5895,-111.921,Lewis and Clark,#N/A,10030101,Upper Missouri,Y,CITY OF EAST HELENA,Advanced,Advanced
28001940001,1160826,MS,0.07,0.07,LAKE LORMAN POTW,Collection: Separate Sewers,Madison,32.4856,-90.2184,Madison,#N/A,08060201,Upper Big Black,N,LAKE LORMAN,Secondary,Advanced
41000001002,1164256,OR,13,13,TRI CITY WPCP,Treatment Plant,Oregon City,45.3753,-122.5903,Clackamas,#N/A,17090011,Clackamas,N,WATER ENVIRONMENT SERVICES,Secondary,Secondary
41000061001,1164323,OR,6,6,KLAMATH -FALLS SPRING STREET,Treatment Plant,Klamath Falls,42.2157,-121.7769,Klamath,#N/A,18010204,Lost,N,WASTEWATER TREATMENT AND,Secondary,Advanced
41000066001,1164328,OR,35,32,MCMINNVILLE WWTP,Treatment Plant,Mcminnville,45.2218,-123.1613,#N/A,#N/A,#N/A,#N/A,N,"MCMINNVILLE     ,CITYOF",Advanced,Advanced
41000217001,1164437,OR,0.75,0.75,NESKOWIN REGIONAL SANITARY AUTHORT,Treatment Plant,Neskowin,45.1015,-123.982,#N/A,#N/A,#N/A,#N/A,Y,NESKOWIN REGIONAL SANITARY,Advanced,Advanced
41000234001,1164449,OR,0.128,0.128,PORT ORFORD STP,Treatment Plant,Port Orford,42.7482,-124.5037,Curry,#N/A,17100306,Sixes,Y,"PORT ORFORD, CITY OF",Secondary,Secondary
41000260001,1164472,OR,0.15,0.32,SISTERS WW TREATMENT IMPROVEMENTS,Collection: Separate Sewers,Sisters,44.1853,-121.6944,Deschutes,#N/A,17070301,Upper Deschutes,N,"SISTERS, CITY OF",Secondary,Secondary
47000543001,1166057,TN,0.165,0.3,GALLAWAY WWTP,Treatment Plant,Gallaway,35.3122,-89.6183,Fayette,#N/A,08010209,Loosahatchie,Y,GALLAWAY STP,Secondary,Secondary
47000730001,1166093,TN,16,16,Johnson City Brush Creek WWTP,Collection: Pump Stations,Johnson City,36.3725,-82.316111,Washington,#N/A,06010103,Watauga,N,Johnson City,Advanced,Advanced
47000740001,1166096,TN,1,1,JONESBOROUGH STP,Collection: Pump Stations,Jonesborough,36.1987,-82.493,Washington,#N/A,06010108,Nolichucky,Y,"JONESBOROUGH, TOWN OF",Secondary,Secondary
47001025001,1166157,TN,0.47,0.47,New Johnsovnville WWTP,Collection: Separate Sewers,New Johnsonville,35.9983,-87.9975,#N/A,#N/A,#N/A,#N/A,N,"New Johnsonville, City Of",Secondary,Secondary
47001180001,1166180,TN,0.2,0.2,RIDGELY WWTP,Collection: Pump Stations,Ridgely,36.2594,-89.484,Lake,#N/A,08010202,Obion,Y,"RIDGELY, TOWN OF",Secondary,Secondary
47001415001,1166212,TN,0.41,0.41,Tellico Plains WWTP,Treatment Plant,Tellico Plains,35.3723,-84.291,Monroe,#N/A,06010204,Lower Little Tennessee,Y,"TELLICO PLAINS, TOWN OF",Secondary,Secondary
47002023001,1166247,TN,9.7,9.7,Hallsdale-Powell Beaver Creek STP,Collection: Pump Stations,Knoxville,36.0093,-84.0603,#N/A,#N/A,#N/A,#N/A,N,HALLSDALE-POWELL UTILITY DISTRICT,Advanced,Advanced
47009120001,1166291,TN,0.2,0.2,WEBB CREEK U.D. STP,Collection: Separate Sewers,Gatlinburg,35.7143,-83.5102,#N/A,#N/A,#N/A,#N/A,N,WEBB CREEK WWTP,Advanced,Advanced
22001450001,1168282,LA,1.2,1.2,WINNSBORO STP,Collection: Pump Stations,Winnsboro,32.1488,-91.7032,Franklin,#N/A,08050001,Boeuf,N,"WINNSBORO, TOWN OF",Advanced,Advanced
22003189001,1168443,LA,0.068,0.068,NATCHEZ WWCTS,Collection: Separate Sewers,Natchez,31.67,-93.05,#N/A,#N/A,#N/A,#N/A,N,VILLAGE OF NATCHEZ,Secondary,Secondary
22003249001,1168476,LA,0.05,0.05,HALL SUMMIT LAGOON,Treatment Plant,Hall Summit,32.1671,-93.2971,#N/A,#N/A,#N/A,#N/A,N,"HALL SUMMIT, VILLAGE OF",Advanced,Advanced
22003375001,1168548,LA,0.3,0.3,BERNICE STP,Collection: Separate Sewers,Bernice,32.8138,-92.6546,#N/A,#N/A,#N/A,#N/A,N,TOWN OF BERNICE,Secondary,Secondary
40000007001,1172423,OK,8.5,12,ENID WWT,Treatment Plant,Enid,36.3864,-97.8141,#N/A,#N/A,#N/A,#N/A,N,"ENID, CITY OF, S-20931",Advanced,Advanced
40000123010,1172539,OK,15,15,OKC-DEER CREEK WWT,Treatment Plant,Oklahoma City,35.677745,-97.586725,Oklahoma,#N/A,11050002,Lower Cimarron-Skeleton,N,OKLAHOMA CITY WATER UTILITIES TRUST,Advanced,Advanced
40000368001,1172645,OK,0.06,0.06,SPRINGER WWT,Treatment Plant,Springer,34.3038,-97.1312,#N/A,#N/A,#N/A,#N/A,Y,SPRINGER PWA,Secondary,Secondary
40000501001,1172730,OK,0.05,0.28,WETUMKA WWT (NORTH),Collection: Separate Sewers,Wetumka,35.2488,-96.2352,Hughes,#N/A,11100302,Lower North Canadian,Y,"WETUMKA, CITY OF, S-20554",Secondary,Advanced
06002063001,1175322,CA,0.98,0.98,Marin Co. SD #5 WWTF,Treatment Plant,Belvedere Tiburon,37.8726463,-122.4508308,Marin,#N/A,18050002,San Pablo Bay,Y,Marin Co. Sanitary District #5,Advanced,Advanced
06004022002,1175509,CA,0.32,0.32,NYELAND ACRES WWTF,Treatment Plant,Oxnard,34.22631,-119.13438,#N/A,#N/A,#N/A,#N/A,N,VENTURA COUNTY OF,Secondary,Secondary
06005082007,1175602,CA,0.2,0.2,Copper Cove STP,Treatment Plant,San Andreas,37.9089,-120.6125,#N/A,#N/A,#N/A,#N/A,Y,Calaveras County Water District,Advanced,Advanced
06005099001,1175619,CA,0.71,1,JACKSON WWTF,Treatment Plant,Jackson,38.3440962,-120.775215,Amador,#N/A,18040012,Upper Mokelumne,Y,"Jackson, City of",Secondary,Secondary
06005235001,1175722,CA,1.4,1.5,DIXON WWTF,Collection: Pump Stations,Dixon,38.3917,-121.8044,Solano,#N/A,18020163,Cache Slough-Sacramento River,N,"Dixon, City of",Secondary,Secondary
06005693001,1175847,CA,0.04,0.04,Reeder Tract  WWTF,Treatment Plant,Lake Isabella,35.610488,-118.48837,#N/A,#N/A,#N/A,#N/A,N,Kern Sanitation Authority,Secondary,Secondary
06008020001,1175973,CA,11.5,12.2,Corona WWTF #1,Treatment Plant,Corona,33.8923,-117.6067,Riverside,#N/A,18070203,Santa Ana,N,City of Corona Department of Water & Power,Advanced,Advanced
06009011001,1176042,CA,40.51,40.51,Encina Water Pollution Control Facility,Treatment Plant,Carlsbad,33.1188,-117.3235,San Diego,#N/A,18070303,San Luis Rey-Escondido,Y,Encina Wastewater Authority,Secondary,Secondary
06009040001,1176078,CA,5,5,Meadowlark Water Reclam. Facility,Treatment Plant,San Marcos,33.2527,-116.9954,San Diego,#N/A,18070303,San Luis Rey-Escondido,N,Vallecitos Water District,Advanced,Advanced
53000800001,1180850,WA,0.62,0.62,MORTON STP,Treatment Plant,Morton,46.5611,-122.2939,#N/A,#N/A,#N/A,#N/A,N,MORTON CITY OF,Secondary,Secondary
53001445001,1180961,WA,0.036,0.036,WILKESON STP,Collection: Pump Stations,Wilkeson,47.1085,-122.0491,Pierce,#N/A,17110014,Puyallup,Y,WILKESON TOWN OF,Secondary,Secondary
53001600001,1180976,WA,0.15,0.15,CATHLAMET S/T FACILITY,Treatment Plant,Cathlamet,46.203987,-123.387301,#N/A,#N/A,#N/A,#N/A,Y,CATHLAMET TOWN OF,Secondary,Secondary
18004393001,1120359,IN,0.99,0.99,MIDDLEBURY WWTP,Treatment Plant,Middlebury,41.6839,-85.7068,Elkhart,#N/A,04050001,St. Joseph,Y,"MIDDLEBURY, TOWN OF",Advanced,Advanced
19000031001,1123480,IA,0.053,0.053,ARCADIA STL,Treatment Plant,Arcadia,42.0819,-95.0542,#N/A,#N/A,#N/A,#N/A,Y,Arcadia City,Secondary,Secondary
19000043001,1123490,IA,0.04,0.04,ATALISSA STL,Collection: Separate Sewers,Atalissa,41.5639,-91.1536,Muscatine,#N/A,07080206,Lower Cedar,Y,"ATALISSA, TOWN OF",Secondary,Advanced
19000121001,1123553,IA,0.033,0.033,CANTRIL WWTP,Treatment Plant,Cantril,40.6386,-92.0743,#N/A,#N/A,#N/A,#N/A,Y,"CANTRIL      ,CITYOF",Secondary,Secondary
19000192001,1123614,IA,0.058,0.058,CRESCENT WWTP,Treatment Plant,Crescent,41.3637,-95.8583,#N/A,#N/A,#N/A,#N/A,Y,"CRESCENT      ,TOWNOF",Secondary,Secondary
19000262001,1123678,IA,0.192,0.192,ELDON WWTP,Treatment Plant,Eldon,40.9006,-92.2059,#N/A,#N/A,#N/A,#N/A,Y,"ELDON, CITY OF",Secondary,Secondary
19000490001,1123880,IA,0.11,0.11,LIVERMORE STL,Treatment Plant,Livermore,42.8786,-94.1789,#N/A,#N/A,#N/A,#N/A,Y,LIVERMORE TOWN OF,Secondary,Secondary
19000606001,1123986,IA,0.619,0.619,NEWHALL WWTP,Treatment Plant,Newhall,41.9953,-91.9806,#N/A,#N/A,#N/A,#N/A,Y,"NEWHALL, CITY OF",Secondary,Secondary
19000803001,1124151,IA,0.048,0.048,"SOLDIER, WWTP",Treatment Plant,Soldier,41.981,-95.7758,#N/A,#N/A,#N/A,#N/A,Y,"SOLDIER, TOWN OF",Secondary,Secondary
19001048001,1124326,IA,0.189,0.189,BEACON STP,Collection: Separate Sewers,Beacon,41.2711,-92.6839,#N/A,#N/A,#N/A,#N/A,Y,"BEACON, TOWN OF",Secondary,Advanced
19001088001,1124358,IA,0.165,0.165,SAVAGE SD STL,Treatment Plant,Fort Dodge,42.4656,-94.1983,Webster,#N/A,07100004,Middle Des Moines,Y,SAVAGE SANITARY DIST,Secondary,Advanced
16000021001,1128568,ID,0.28,0.28,ASHTON SEWAGE TREAT FAC,Treatment Plant,Saint Anthony,43.9517,-111.7144,#N/A,#N/A,#N/A,#N/A,Y,"ASHTON, CITY OF",Secondary,Secondary
16000079001,1128629,ID,0.164,0.164,DEARY S/T FACILITY,Treatment Plant,Deary,46.1344,-116.5692,#N/A,#N/A,#N/A,#N/A,Y,CITY OF DEARY,Secondary,Secondary
16000152001,1128680,ID,5,5.7,"BLACKFOOT S/T FACILITY,",Treatment Plant,Blackfoot,43.1823,-112.3758,Bingham,#N/A,17040207,Blackfoot,N,"BLACKFOOT, CITY OF",Secondary,Advanced
16000176001,1128701,ID,1.6,1.6,DRIGGS S/T FACILITY,Treatment Plant,Driggs,43.7241,-111.1111,Teton,#N/A,17040204,Teton,Y,"DRIGGS, CITY OF",Advanced,Advanced
20000168001,1130173,KS,2.16,3.23,PARK CITY WWTP,Treatment Plant,Wichita,37.78393,-97.33587,Sedgwick,#N/A,11030012,Little Arkansas,N,PARK CITY IMP DISTRICT,Advanced,Advanced
20000221001,1130208,KS,0.03,0.03,OLSBURG WWTP,Treatment Plant,Olsburg,39.4239,-96.6126,Pottawatomie,#N/A,10270205,Lower Big Blue,N,"OLSBURG, CITY OF",Secondary,Secondary
20000603001,1130344,KS,0.4,0.4,BELLEVILLE WWTP,Collection: Separate Sewers,Belleville,39.8223,-97.6152,#N/A,#N/A,#N/A,#N/A,N,"BELLEVILLE      ,CITYOF",Advanced,Advanced
20000790001,1130401,KS,0.055,0.055,WILLIAMSBURG WWTP,Treatment Plant,Williamsburg,38.4787,-95.4671,#N/A,#N/A,#N/A,#N/A,N,"WILLIAMSBURG, CITY OF",Secondary,Secondary
20001127001,1130517,KS,0.21,0.21,OAKLEY WWTP,Treatment Plant,Oakley,39.11341,-100.85295,Gove,#N/A,10260009,Upper Saline,N,"OAKLEY, CITY OF",Secondary,Secondary
